slug,name,destination_slug,destination_ok,additional_destinations,additional_dest_ok,gauge_status,gauge_site_ids,gauge_count,gauge_notes,silent_live_empty,flow_chart_empty_copy,hero_dek_quiet_claims,hatch_status,hatch_months,hatch_entries,hatch_insects,hatch_windows_implausible,hatch_patterns_unmatched,access_status,access_count,access_named,species_status,species_count,species_resolved,species_unresolved,description_chars,description_status,regs_status,verified_at,thumbnail_null,flow_type,difficulty,wading_type,difficulty_vs_water,species_vs_hatch,broken_links,broken_link_count,flies_for_href,plan_href,dest_href,hatch_page_links_emitted
provo-river,Provo River,utah,yes,,yes,mapped,10154200|10155500|10159500|10163000,4,,no,n/a,,real,12,21,Midge (Chironomidae)|Blue-winged Olive (Baetis)|Pale Morning Dun (Ephemerella)|Caddis (Trichoptera)|Grasshopper / Terrestrials|Trico (Tricorythodes),,"Mercury Midge, Zebra Midge, Griffith's Gnat|Mercury Midge, Zebra Midge|Parachute BWO, RS2, Sparkle Dun|Parachute BWO, RS2, Comparadun|Mercury Midge, Griffith's Gnat|PMD Comparadun, Sparkle Dun, Pheasant Tail Nymph|Parachute BWO, RS2|PMD Comparadun, CDC Dun|Elk Hair Caddis, X-Caddis|Elk Hair Caddis, Goddard Caddis|Dave's Hopper, Chernobyl Ant, Foam Beetle|Dave's Hopper, Parachute Hopper|Elk Hair Caddis, Balloon Caddis|Parachute BWO, RS2, Thorax BWO|Trico Spinner, CDC Trico|Parachute BWO, RS2, Barr Emerger",real,8,8,real,3,brown-trout|rainbow-trout,Bonneville Cutthroat Trout,3573,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/provo-river,/plan/provo-river,/destinations/utah,no
rapid-river-maine,Rapid River,maine,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,3,3,real,2,brook-trout,Landlocked Atlantic Salmon,1287,real,specific,column_missing,no,freestone,advanced,wade,ok,trout_river_hatch_stub,,0,/flies/for/rapid-river-maine,/plan/rapid-river-maine,/destinations/maine,no
rapidan-river,Rapidan River,virginia,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,11,Blue-winged Olive|Quill Gordon|Hendrickson|Sulphur|March Brown|Caddis|Light Cahill|Yellow Sally,,Parachute BWO|Quill Gordon Dry|Hendrickson Emerger|Sulphur Parachute|March Brown Parachute|Light Cahill|Yellow Sally|CDC Caddis,real,4,4,real,2,brook-trout|brown-trout,,2253,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/rapidan-river,/plan/rapidan-river,/destinations/virginia,no
rio-chama-new-mexico,Rio Chama,new-mexico,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,9,19,Midges|Blue-winged Olive|Caddis|Golden Stonefly|PMD|Hoppers|Trico,,"Parachute BWO|CDC Emerger, RS2|WD-40|Elk Hair Caddis, X-Caddis|PMD Sparkle Dun|Dave s Hopper",real,4,4,real,2,brown-trout|rainbow-trout,,2291,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/rio-chama-new-mexico,/plan/rio-chama-new-mexico,/destinations/new-mexico,no
rio-grande-new-mexico,Rio Grande — Taos Box,new-mexico,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,10,19,Midges|Blue-winged Olive|Caddis|Stonefly|Hoppers|PMD|Trico,,"Zebra Midge, Mercury Midge|Griffiths Gnat|Parachute BWO|CDC Emerger, RS2|Elk Hair Caddis, X-Caddis|Dave s Hopper|PMD Sparkle Dun|Turks Tarantula|WD-40",real,4,4,real,2,brown-trout|rainbow-trout,,2108,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/rio-grande-new-mexico,/plan/rio-grande-new-mexico,/destinations/new-mexico,no
rio-grande-colorado,Rio Grande (Colorado),colorado,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,10,Blue-winged Olive|Midge|Golden Stonefly|Caddis|PMD|Trico,,Parachute BWO|Yellow Stimulator|PMD Parachute|Hemingway Caddis|Mercury Midge,real,4,4,real,4,brown-trout|rainbow-trout|cutthroat-trout|brook-trout,,2448,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/rio-grande-colorado,/plan/rio-grande-colorado,/destinations/colorado,no
river-moy,River Moy,ireland,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,7,Large Dark Olive|Mayfly (Ephemera danica)|Olive Dun|Mayfly (spent)|Sedge (Caddis)|Sedge|Daddy Longlegs,,"March Brown, Dark Olive Emerger|Spent Gnat, Green Drake, Grey Wulff|Greenwell's Glory, Olive Quill|Spent Gnat, Grey Wulff|Murrough, Elk Hair Caddis|Murrough, Peter Ross|Daddy Longlegs, Crane Fly",real,3,3,real,3,atlantic-salmon|brown-trout,Sea Trout,1892,real,specific,column_missing,yes,freestone,beginner,both,ok,ok,,0,/flies/for/river-moy,/plan/river-moy,/destinations/ireland,no
roaring-fork-river,Roaring Fork River,colorado,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,10,Blue-winged Olive|Midge|PMD|Red Quill|Caddis|October Caddis,,Parachute BWO|Griffiths Gnat|PMD Cripple|Red Quill Sparkle Dun|Pale Evening Dun|Mercury Midge,real,4,4,real,2,brown-trout|rainbow-trout,,2668,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/roaring-fork-river,/plan/roaring-fork-river,/destinations/colorado,no
rock-creek,Rock Creek,montana,yes,,yes,mapped,12334510,1,,no,n/a,,real,4,8,Skwala Stonefly|Midges|Mother's Day Caddis|Salmonfly|Golden Stonefly|Pale Morning Dun|Hoppers|Ants and Beetles,,"Skwala Dry, Olive Stimulator, Rubber Legs|Zebra Midge, Griffith's Gnat|Elk Hair Caddis, X-Caddis|Chubby Chernobyl, Pat's Rubber Legs|Yellow Stimulator, Golden Stone Dry|PMD Sparkle Dun, Pheasant Tail|Chubby Chernobyl, Dave's Hopper|Foam Beetle, Fur Ant",real,3,3,real,4,rainbow-trout|brown-trout|bull-trout,Westslope Cutthroat Trout,1522,real,generic_check_agency,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/rock-creek,/plan/rock-creek,/destinations/montana,no
rogue-river,Rogue River,oregon,yes,,yes,mapped,14335072|14339000|14361500,3,,no,n/a,,stub,0,0,,,,real,3,3,real,5,chinook-salmon,Summer Steelhead|Winter Steelhead|Half-Pounder Steelhead|Resident Trout,1447,real,generic_check_agency,column_missing,no,freestone,intermediate,both,ok,trout_river_hatch_stub,,0,/flies/for/rogue-river,/plan/rogue-river,/destinations/oregon,no
ruby-river-montana,Ruby River,montana,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,22,Midge|Blue-winged Olive|Caddis|Pale Morning Dun|Yellow Sally|Grasshopper|Trico,,Griffiths Gnat|Disco Midge|Parachute BWO|PMD Sparkle Dun|Yellow Sally Dry|PMD Cripple|Dave Hopper|Mercury Midge,real,4,4,real,4,brown-trout|rainbow-trout|cutthroat-trout|arctic-grayling,,2781,real,specific,column_missing,no,freestone,beginner,wade,ok,ok,,0,/flies/for/ruby-river-montana,/plan/ruby-river-montana,/destinations/montana,no
russian-river-alaska,Russian River (Alaska),alaska,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,10,Sockeye Salmon (early run)|Midge|Sockeye Salmon (peak)|Egg Pattern|Sockeye Salmon (late run)|Flesh Fly|Coho Salmon|Blue-winged Olive,,Sockeye John / Iliamna Pinkle|Bead Egg Pattern|Chartreuse Bunny Leech|Glo-Bug|Purple Egg Sucking Leech|Polar Shrimp|Chartreuse Woolly Bugger|Flesh Colored Bunny|Parachute BWO,real,5,5,real,4,sockeye-salmon|rainbow-trout|coho-salmon,Dolly Varden,2463,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/russian-river-alaska,/plan/russian-river-alaska,/destinations/alaska,no
salmon-river-idaho,Salmon River,idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,14,Stonefly|Blue-winged Olive|Salmonfly|Golden Stonefly|Pale Morning Dun|Caddis|Yellow Sally|Grasshopper|Midge,,Yellow Stimulator|Parachute BWO|Kaufmann Stone|PMD Comparadun|PMD Sparkle Dun|CDC BWO,real,6,6,real,6,rainbow-trout|steelhead|chinook-salmon|bull-trout|mountain-whitefish,Yellowstone Cutthroat Trout,2451,real,specific,column_missing,no,freestone,advanced,both,ok,ok,,0,/flies/for/salmon-river-idaho,/plan/salmon-river-idaho,/destinations/idaho,no
san-juan-river,San Juan River,new-mexico,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,9,19,Midge|Blue-winged Olive|Pale Morning Dun,,WD-40|Brassie|Parachute BWO|Mercury Midge|Sparkle Dun BWO|PMD Sparkle Dun|Parachute PMD,real,5,5,real,2,rainbow-trout|brown-trout,,2544,real,specific,column_missing,no,tailwater,advanced,wade,ok,ok,,0,/flies/for/san-juan-river,/plan/san-juan-river,/destinations/new-mexico,no
selway-river-idaho,Selway River,idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,10,Salmonfly|Golden Stonefly|Pale Morning Dun|Caddis|Yellow Sally|Grasshopper|Ants|Blue-winged Olive,,Gold Stimulator|PMD Comparadun|Yellow Stimulator|Black Foam Ant|Parachute BWO,real,4,4,real,4,bull-trout|rainbow-trout|mountain-whitefish,Westslope Cutthroat Trout,2563,real,specific,column_missing,no,freestone,expert,both,type_drift:expert,ok,,0,/flies/for/selway-river-idaho,/plan/selway-river-idaho,/destinations/idaho,no
silver-creek,Silver Creek,idaho,yes,,yes,mapped,13150430,1,,no,n/a,,thin,3,6,Pale Morning Dun|Callibaetis|Trico|Mahogany Dun,,"PMD Sparkle Dun, PMD Cripple, Rusty Spinner|Callibaetis Spinner, Parachute Callibaetis|Trico Spinner, CDC Trico, Parachute Trico|Callibaetis Spinner, Gulper Special|Trico Spinner, CDC Trico|Mahogany Sparkle Dun, Pheasant Tail",real,3,3,real,2,rainbow-trout|brown-trout,,1729,real,generic_check_agency,column_missing,no,spring creek,advanced,wade,ok,ok,,0,/flies/for/silver-creek,/plan/silver-creek,/destinations/idaho,no
skagit-river,Skagit River,washington,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,thin,6,6,Intruder / Leech Streamer|Streamer / Marabou|Intruder / Egg Pattern|Salmon Fry|Egg Pattern|Egg / Leech,,Purple Intruder|Skagit Minnow|Black and Blue Intruder|Sculpin|Iliamna Pinky|Green Butt Skunk,real,4,4,real,4,chinook-salmon|coho-salmon,Winter Steelhead|Summer Steelhead,2709,real,specific,column_missing,no,freestone,advanced,both,ok,ok,,0,/flies/for/skagit-river,/plan/skagit-river,/destinations/washington,no
slough-creek-yellowstone,Slough Creek,wyoming,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,4,12,Pale Morning Dun|Caddis|Callibaetis|Grasshopper|Ants|Blue-winged Olive|Mahogany Dun|Midge,,PMD Comparadun|Callibaetis Parachute|PMD Cripple|Black Foam Ant|Parachute BWO|Mahogany Comparadun|CDC BWO|Mercury Midge,real,5,5,real,2,rainbow-trout,Yellowstone Cutthroat Trout,2561,real,specific,column_missing,no,freestone,advanced,wade,ok,ok,,0,/flies/for/slough-creek-yellowstone,/plan/slough-creek-yellowstone,/destinations/wyoming,no
smith-morehouse-creek,Smith and Morehouse Creek,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,thin,1,1,real,2,brown-trout|brook-trout,,783,real,generic_check_agency,column_missing,no,freestone,beginner,wade,ok,trout_river_hatch_stub,,0,/flies/for/smith-morehouse-creek,/plan/smith-morehouse-creek,/destinations/utah,no
snake-river-wyoming,Snake River (Wyoming),wyoming,yes,,yes,mapped,13011000|13013650|13022500,3,,no,n/a,,real,3,7,Pale Morning Dun|Green Drake|Caddis|Hoppers|Trico|Blue-winged Olive|October Caddis,,"PMD Sparkle Dun, PMD Cripple|Green Drake Paradrake, Green Drake Emerger|Elk Hair Caddis, X-Caddis|Chubby Chernobyl, Morrish Hopper|Trico Spinner, Parachute Trico|Parachute BWO, RS2|Orange Stimulator, October Caddis",real,3,3,real,3,brown-trout|mountain-whitefish,Snake River Cutthroat Trout,1558,real,generic_check_agency,column_missing,no,freestone,intermediate,float,ok,ok,,0,/flies/for/snake-river-wyoming,/plan/snake-river-wyoming,/destinations/wyoming,no
south-fork-boise,South Fork of the Boise River,idaho,yes,,yes,mapped,13190500,1,,no,n/a,,thin,3,6,Salmonfly|Golden Stonefly|Pale Morning Dun|Caddis|Blue-winged Olive|October Caddis,,"Chubby Chernobyl, Pat's Rubber Legs|Yellow Stimulator, Golden Stone Dry|PMD Sparkle Dun, PMD Cripple|Elk Hair Caddis, X-Caddis|Parachute BWO, RS2|Orange Stimulator, October Caddis",real,3,3,real,4,rainbow-trout|brown-trout|bull-trout|mountain-whitefish,,1488,real,generic_check_agency,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/south-fork-boise,/plan/south-fork-boise,/destinations/idaho,no
south-fork-snake-river-idaho,South Fork Snake River,idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,19,Midge|Blue-winged Olive|Salmonfly|Golden Stonefly|Pale Morning Dun|Green Drake|Caddis|Yellow Sally|Grasshopper,,Parachute BWO|Kaufmann Stone|Sofa Pillow|PMD Sparkle Dun|Green Drake Parachute|PMD Comparadun|Yellow Stimulator|PMD Cripple|CDC BWO|Mercury Midge,real,5,5,real,3,brown-trout|mountain-whitefish,Yellowstone Cutthroat Trout,2580,real,specific,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/south-fork-snake-river-idaho,/plan/south-fork-snake-river-idaho,/destinations/idaho,no
south-holston-river,South Holston River,tennessee,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,23,Midge|Blue-winged Olive|Sulphur|Caddis|Terrestrial|Trico,,Mercury Midge|Parachute BWO|Parachute Sulphur|CDC Sulphur Emerger|Dave Hopper|CDC Sulphur,real,4,4,real,2,brown-trout|rainbow-trout,,3095,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/south-holston-river,/plan/south-holston-river,/destinations/tennessee,no
south-platte-river,South Platte River,colorado,yes,,yes,mapped,06701900,1,,no,n/a,,thin,3,6,Midges|Blue-winged Olive|Pale Morning Dun|Caddis|Trico,,"Griffith's Gnat, RS2, Mercury Midge|Parachute BWO, Sparkle Dun|PMD Sparkle Dun, PMD Cripple|Elk Hair Caddis, CDC Caddis|Trico Spinner, CDC Trico|Parachute BWO, RS2",real,3,3,real,3,rainbow-trout|brown-trout|cutthroat-trout,,1680,real,generic_check_agency,column_missing,no,tailwater,advanced,wade,ok,ok,,0,/flies/for/south-platte-river,/plan/south-platte-river,/destinations/colorado,no
spokane-river,Spokane River,washington,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,16,Midge|Blue-Winged Olive|Caddis|PMD|Grasshopper|Ant|Trico,,Parachute BWO|WD-40|Sparkle Dun BWO|PMD Sparkle Dun|CDC Ant|Daves Hopper|Parachute Trico|BWO Emerger,real,4,4,real,2,brown-trout,Redband Rainbow Trout,2582,real,specific,column_missing,no,freestone,beginner,wade,ok,ok,,0,/flies/for/spokane-river,/plan/spokane-river,/destinations/washington,no
spring-river-arkansas,Spring River (Arkansas),arkansas,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,13,Midge|Blue-winged Olive|Caddis|Sulphur|Terrestrials,,Parachute BWO|Sparkle Dun BWO|Mercury Midge|Parachute Sulphur|Brassie|WD-40,real,5,5,real,4,rainbow-trout|brown-trout|cutthroat-trout,Tiger Trout,2594,real,specific,column_missing,no,spring creek,beginner,both,ok,ok,,0,/flies/for/spring-river-arkansas,/plan/spring-river-arkansas,/destinations/arkansas,no
st-joe-river-idaho,St. Joe River,idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,14,Golden Stonefly|Pale Morning Dun|Caddis|Yellow Sally|Grasshopper|Ants|Blue-winged Olive|Mahogany Dun|Midge,,PMD Comparadun|Yellow Stimulator|PMD Sparkle Dun|Black Foam Ant|Parachute BWO|Mahogany Comparadun|CDC BWO|Mercury Midge,real,5,5,real,4,bull-trout|rainbow-trout|brook-trout,Westslope Cutthroat Trout,2459,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/st-joe-river-idaho,/plan/st-joe-river-idaho,/destinations/idaho,no
strawberry-river-utah,Strawberry River,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,21,Midges|Blue-winged Olive|Caddis|PMD|Hoppers|Trico,,"WD-40, Mercury Midge|Griffiths Gnat|Parachute BWO|Parachute BWO, RS2|PMD Sparkle Dun|PMD Cripple|Dave s Hopper, Chernobyl Ant|Turks Tarantula|Brassie|WD-40",real,4,4,real,2,rainbow-trout|cutthroat-trout,,2124,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/strawberry-river-utah,/plan/strawberry-river-utah,/destinations/utah,no
swift-river-massachusetts,Swift River,massachusetts,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,3,3,real,2,rainbow-trout|brown-trout,,1512,real,specific,column_missing,no,tailwater,expert,wade,type_drift:expert,trout_river_hatch_stub,,0,/flies/for/swift-river-massachusetts,/plan/swift-river-massachusetts,/destinations/massachusetts,no
teton-river-idaho,Teton River (Idaho),idaho,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,15,Blue-winged Olive|Stonefly|Pale Morning Dun|Golden Stonefly|Caddis|Callibaetis|Grasshopper|Trico|Mahogany Dun|Midge,,Parachute BWO|PMD Comparadun|PMD Sparkle Dun|Callibaetis Comparadun|CDC BWO|Mahogany Comparadun|Mercury Midge,real,5,5,real,4,cutthroat-trout|brown-trout|rainbow-trout|mountain-whitefish,,2307,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/teton-river-idaho,/plan/teton-river-idaho,/destinations/idaho,no
toccoa-river-ga,Toccoa River,georgia,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,30,Midge|Blue-winged Olive|Little Black Caddis|Caddis|Sulphur|Light Cahill|Terrestrials,,"Mercury Midge|Parachute BWO|Black X-Caddis|Parachute Sulphur|Comparadun Sulphur|Light Cahill Parachute|Black Ant, Foam Beetle|Hopper, Beetle, Ant|Black Ant, Beetle",real,4,4,real,2,brown-trout|rainbow-trout,,3399,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/toccoa-river-ga,/plan/toccoa-river-ga,/destinations/georgia,no
truckee-river,Truckee River,california,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,20,Midge|Blue-winged Olive|Little Black Stonefly|PMD (Pale Morning Dun)|Golden Stonefly|Caddis|PMD|Yellow Sally|Trico|Terrestrials|October Caddis,,Parachute BWO|CDC Dun BWO|Black Stimulator|PMD Sparkle Dun|PMD Cripple|Yellow Stimulator|Dave Hopper|Trico Poly Wing Spinner|October Caddis Dry|Sparkle Dun BWO|October Caddis Soft Hackle,real,4,4,real,2,rainbow-trout|brown-trout,,2642,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/truckee-river,/plan/truckee-river,/destinations/california,no
truckee-river-nevada,Truckee River (Nevada),nevada,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,19,Blue-winged Olive|Midge|Caddis|Pale Morning Dun|Stonefly|Terrestrials|Trico,,Parachute BWO|Sparkle Dun BWO|Parachute PMD|PMD Sparkle Dun|Yellow Stimulator|Foam Hopper|Parachute Caddis|CDC Midge,real,5,5,real,4,rainbow-trout|brown-trout|cutthroat-trout|mountain-whitefish,,2671,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/truckee-river-nevada,/plan/truckee-river-nevada,/destinations/nevada,no
tuckasegee-river,Tuckasegee River,north-carolina,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,12,Blue-winged Olive|Midge|Hendrickson|Sulphur|Caddis|Light Cahill,,Parachute BWO|Sparkle Dun BWO|Hendrickson Parachute|Sulphur Comparadun|Light Cahill Parachute|CDC Caddis|Griffiths Gnat,real,4,4,real,2,brown-trout|rainbow-trout,,2146,real,specific,column_missing,no,tailwater,beginner,wade,ok,ok,,0,/flies/for/tuckasegee-river,/plan/tuckasegee-river,/destinations/north-carolina,no
two-hearted-river,Two-Hearted River,michigan,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,5,12,Hendrickson|Black Caddis|Brown Drake|Hexagenia|Grey Drake|Hex (late)|Trico|Terrestrials|Blue-winged Olive|Mahogany Dun,,Parachute Hendrickson|Black Elk Hair Caddis|Brown Drake Paradrake|Hex Paradrake|Grey Drake Spinner|Hex Wiggle Nymph|Trico CDC Spinner|Parachute BWO|Mahogany Sparkle Dun,real,5,5,real,4,brook-trout|rainbow-trout|steelhead|coho-salmon,,2537,real,specific,column_missing,no,freestone,intermediate,both,ok,ok,,0,/flies/for/two-hearted-river,/plan/two-hearted-river,/destinations/michigan,no
upper-sacramento-river,Upper Sacramento River,california,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,8,18,Blue-winged Olive|Midge|Salmonfly|Golden Stonefly|PMD|Caddis|Terrestrials|October Caddis,,Parachute BWO|Sofa Pillow|Sparkle Dun BWO|Kaufmann Stone|PMD Sparkle Dun|PMD Cripple|Yellow Stimulator|Dave Hopper|October Caddis Dry|October Caddis Soft Hackle,real,4,4,real,2,rainbow-trout|brown-trout,,2696,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/upper-sacramento-river,/plan/upper-sacramento-river,/destinations/california,no
watauga-river-tennessee,Watauga River,tennessee,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,12,26,Midge|Scud|Blue-winged Olive|Caddis|Quill Gordon|Sulphur|PMD|Terrestrial|Trico,,Mercury Midge|Olive Scud|Parachute BWO|Parachute Sulphur|PMD Sparkle Dun|Black Ant|Dave Hopper|Soft Hackle Caddis,real,4,4,real,2,brown-trout|rainbow-trout,,2992,real,specific,column_missing,no,tailwater,intermediate,wade,ok,ok,,0,/flies/for/watauga-river-tennessee,/plan/watauga-river-tennessee,/destinations/tennessee,no
weber-river-utah,Weber River,utah,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,9,18,Midges|Blue-winged Olive|Caddis|Golden Stonefly|PMD|Yellow Sally|Hoppers|Trico,,"Parachute BWO|Griffiths Gnat|Stimulator, Golden Stone|PMD Sparkle Dun|PMD Cripple|Yellow Stimulator|Dave s Hopper|Chernobyl Ant, Fat Albert|WD-40",real,4,4,real,2,brown-trout|rainbow-trout,,2135,real,specific,column_missing,no,freestone,beginner,wade,ok,ok,,0,/flies/for/weber-river-utah,/plan/weber-river-utah,/destinations/utah,no
west-branch-farmington-river,West Branch Farmington River,connecticut,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,4,4,real,2,brown-trout|rainbow-trout,,1485,real,specific,column_missing,no,tailwater,intermediate,wade,ok,trout_river_hatch_stub,,0,/flies/for/west-branch-farmington-river,/plan/west-branch-farmington-river,/destinations/connecticut,no
west-branch-penobscot,West Branch Penobscot River,maine,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,stub,0,0,,,,real,4,4,real,3,brook-trout|rainbow-trout,Landlocked Atlantic Salmon,1486,real,specific,column_missing,no,freestone,intermediate,both,ok,trout_river_hatch_stub,,0,/flies/for/west-branch-penobscot,/plan/west-branch-penobscot,/destinations/maine,no
white-river-arizona,White River — White Mountains,arizona,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,17,Blue-winged Olive|Midges|Caddis|Golden Stonefly|PMD|Hoppers|Ants|Trico|Beetles,,"Parachute BWO|Griffiths Gnat|Elk Hair Caddis, X-Caddis|Stimulator, Royal Wulff|PMD Sparkle Dun|Dave s Hopper, Turks Tarantula|Flying Ant, Black Ant|WD-40",real,4,4,real,3,brown-trout|rainbow-trout,Apache Trout,2515,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/white-river-arizona,/plan/white-river-arizona,/destinations/arizona,no
white-river-arkansas,White River (Arkansas),arkansas,yes,,yes,mapped,07057370|07060500,2,,no,n/a,,thin,3,6,Midges|Blue-winged Olive|Caddis|Sowbugs/Scuds,,"Zebra Midge, Griffith's Gnat, Mercury Midge|Parachute BWO, RS2|Elk Hair Caddis, Peacock Caddis|Pink Scud, Ray Charles, Sowbug|Parachute BWO, RS2, Sparkle Dun|Zebra Midge, Griffith's Gnat",real,3,3,real,4,rainbow-trout|brown-trout|cutthroat-trout|brook-trout,,1513,real,generic_check_agency,column_missing,no,tailwater,intermediate,both,ok,ok,,0,/flies/for/white-river-arkansas,/plan/white-river-arkansas,/destinations/arkansas,no
williamson-river-oregon,Williamson River,oregon,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,6,13,PMD|Caddis|Green Drake|Callibaetis|Blue-winged Olive|Trico|October Caddis,,PMD Sparkle Dun|Parachute PMD|Comparadun Green Drake|PMD Cripple|Callibaetis Sparkle Dun|Parachute BWO|Callibaetis Spinner|October Caddis Dry|CDC BWO,real,4,4,real,3,rainbow-trout|brown-trout,Redband Rainbow,2720,real,specific,column_missing,no,spring creek,advanced,wade,ok,ok,,0,/flies/for/williamson-river-oregon,/plan/williamson-river-oregon,/destinations/oregon,no
willowemoc-creek,Willowemoc Creek,new-york,yes,,yes,none,,0,,yes,honest_no_gauge,RiverLiveInset_mounted_without_usgs_site,real,7,14,Hendrickson|Blue-winged Olive|Sulphur|Green Drake|March Brown|Light Cahill|Tan Caddis|Trico|Isonychia,,Catskill Hendrickson|Parachute BWO|Catskill Sulphur Dun|Comparadun Green Drake|March Brown Catskill|Catskill Light Cahill|Isonychia Comparadun|Slate Drake,real,4,4,real,2,brown-trout|rainbow-trout,,2674,real,specific,column_missing,no,freestone,intermediate,wade,ok,ok,,0,/flies/for/willowemoc-creek,/plan/willowemoc-creek,/destinations/new-york,no
